subject,category,d_total_spikes_0,d_mean_firing_rate_0,d_rate_entropy_0,d_rate_variance_0,d_temporal_sparsity_0,d_permutation_entropy_0,d_tau_ac_0,d_total_spikes_1,d_mean_firing_rate_1,d_rate_entropy_1,d_rate_variance_1,d_temporal_sparsity_1,d_permutation_entropy_1,d_tau_ac_1,d_total_spikes_2,d_mean_firing_rate_2,d_rate_entropy_2,d_rate_variance_2,d_temporal_sparsity_2,d_permutation_entropy_2,d_tau_ac_2,d_total_spikes_3,d_mean_firing_rate_3,d_rate_entropy_3,d_rate_variance_3,d_temporal_sparsity_3,d_permutation_entropy_3,d_tau_ac_3,d_total_spikes_4,d_mean_firing_rate_4,d_rate_entropy_4,d_rate_variance_4,d_temporal_sparsity_4,d_permutation_entropy_4,d_tau_ac_4,d_total_spikes_5,d_mean_firing_rate_5,d_rate_entropy_5,d_rate_variance_5,d_temporal_sparsity_5,d_permutation_entropy_5,d_tau_ac_5,d_total_spikes_6,d_mean_firing_rate_6,d_rate_entropy_6,d_rate_variance_6,d_temporal_sparsity_6,d_permutation_entropy_6,d_tau_ac_6,d_total_spikes_7,d_mean_firing_rate_7,d_rate_entropy_7,d_rate_variance_7,d_temporal_sparsity_7,d_permutation_entropy_7,d_tau_ac_7,d_total_spikes_8,d_mean_firing_rate_8,d_rate_entropy_8,d_rate_variance_8,d_temporal_sparsity_8,d_permutation_entropy_8,d_tau_ac_8,d_total_spikes_9,d_mean_firing_rate_9,d_rate_entropy_9,d_rate_variance_9,d_temporal_sparsity_9,d_permutation_entropy_9,d_tau_ac_9,d_total_spikes_10,d_mean_firing_rate_10,d_rate_entropy_10,d_rate_variance_10,d_temporal_sparsity_10,d_permutation_entropy_10,d_tau_ac_10,d_total_spikes_11,d_mean_firing_rate_11,d_rate_entropy_11,d_rate_variance_11,d_temporal_sparsity_11,d_permutation_entropy_11,d_tau_ac_11,d_total_spikes_12,d_mean_firing_rate_12,d_rate_entropy_12,d_rate_variance_12,d_temporal_sparsity_12,d_permutation_entropy_12,d_tau_ac_12,d_total_spikes_13,d_mean_firing_rate_13,d_rate_entropy_13,d_rate_variance_13,d_temporal_sparsity_13,d_permutation_entropy_13,d_tau_ac_13,d_total_spikes_14,d_mean_firing_rate_14,d_rate_entropy_14,d_rate_variance_14,d_temporal_sparsity_14,d_permutation_entropy_14,d_tau_ac_14,d_total_spikes_15,d_mean_firing_rate_15,d_rate_entropy_15,d_rate_variance_15,d_temporal_sparsity_15,d_permutation_entropy_15,d_tau_ac_15,d_total_spikes_16,d_mean_firing_rate_16,d_rate_entropy_16,d_rate_variance_16,d_temporal_sparsity_16,d_permutation_entropy_16,d_tau_ac_16,d_total_spikes_17,d_mean_firing_rate_17,d_rate_entropy_17,d_rate_variance_17,d_temporal_sparsity_17,d_permutation_entropy_17,d_tau_ac_17,d_total_spikes_18,d_mean_firing_rate_18,d_rate_entropy_18,d_rate_variance_18,d_temporal_sparsity_18,d_permutation_entropy_18,d_tau_ac_18,d_total_spikes_19,d_mean_firing_rate_19,d_rate_entropy_19,d_rate_variance_19,d_temporal_sparsity_19,d_permutation_entropy_19,d_tau_ac_19,d_total_spikes_20,d_mean_firing_rate_20,d_rate_entropy_20,d_rate_variance_20,d_temporal_sparsity_20,d_permutation_entropy_20,d_tau_ac_20,d_total_spikes_21,d_mean_firing_rate_21,d_rate_entropy_21,d_rate_variance_21,d_temporal_sparsity_21,d_permutation_entropy_21,d_tau_ac_21,d_total_spikes_22,d_mean_firing_rate_22,d_rate_entropy_22,d_rate_variance_22,d_temporal_sparsity_22,d_permutation_entropy_22,d_tau_ac_22,d_total_spikes_23,d_mean_firing_rate_23,d_rate_entropy_23,d_rate_variance_23,d_temporal_sparsity_23,d_permutation_entropy_23,d_tau_ac_23,d_total_spikes_24,d_mean_firing_rate_24,d_rate_entropy_24,d_rate_variance_24,d_temporal_sparsity_24,d_permutation_entropy_24,d_tau_ac_24,d_total_spikes_25,d_mean_firing_rate_25,d_rate_entropy_25,d_rate_variance_25,d_temporal_sparsity_25,d_permutation_entropy_25,d_tau_ac_25,d_total_spikes_26,d_mean_firing_rate_26,d_rate_entropy_26,d_rate_variance_26,d_temporal_sparsity_26,d_permutation_entropy_26,d_tau_ac_26,d_total_spikes_27,d_mean_firing_rate_27,d_rate_entropy_27,d_rate_variance_27,d_temporal_sparsity_27,d_permutation_entropy_27,d_tau_ac_27,d_total_spikes_28,d_mean_firing_rate_28,d_rate_entropy_28,d_rate_variance_28,d_temporal_sparsity_28,d_permutation_entropy_28,d_tau_ac_28,d_total_spikes_29,d_mean_firing_rate_29,d_rate_entropy_29,d_rate_variance_29,d_temporal_sparsity_29,d_permutation_entropy_29,d_tau_ac_29,d_total_spikes_30,d_mean_firing_rate_30,d_rate_entropy_30,d_rate_variance_30,d_temporal_sparsity_30,d_permutation_entropy_30,d_tau_ac_30,d_total_spikes_31,d_mean_firing_rate_31,d_rate_entropy_31,d_rate_variance_31,d_temporal_sparsity_31,d_permutation_entropy_31,d_tau_ac_31,d_total_spikes_32,d_mean_firing_rate_32,d_rate_entropy_32,d_rate_variance_32,d_temporal_sparsity_32,d_permutation_entropy_32,d_tau_ac_32,d_total_spikes_33,d_mean_firing_rate_33,d_rate_entropy_33,d_rate_variance_33,d_temporal_sparsity_33,d_permutation_entropy_33,d_tau_ac_33,t_strength_0,t_clustering_0,t_strength_1,t_clustering_1,t_strength_2,t_clustering_2,t_strength_3,t_clustering_3,t_strength_4,t_clustering_4,t_strength_5,t_clustering_5,t_strength_6,t_clustering_6,t_strength_7,t_clustering_7,t_strength_8,t_clustering_8,t_strength_9,t_clustering_9,t_strength_10,t_clustering_10,t_strength_11,t_clustering_11,t_strength_12,t_clustering_12,t_strength_13,t_clustering_13,t_strength_14,t_clustering_14,t_strength_15,t_clustering_15,t_strength_16,t_clustering_16,t_strength_17,t_clustering_17,t_strength_18,t_clustering_18,t_strength_19,t_clustering_19,t_strength_20,t_clustering_20,t_strength_21,t_clustering_21,t_strength_22,t_clustering_22,t_strength_23,t_clustering_23,t_strength_24,t_clustering_24,t_strength_25,t_clustering_25,t_strength_26,t_clustering_26,t_strength_27,t_clustering_27,t_strength_28,t_clustering_28,t_strength_29,t_clustering_29,t_strength_30,t_clustering_30,t_strength_31,t_clustering_31,t_strength_32,t_clustering_32,t_strength_33,t_clustering_33
6,Threat,47143.000000,0.149839,0.543071,0.010392,0.055330,0.652640,63.000000,41727.000000,0.132625,0.508327,0.007902,0.106591,0.594643,43.000000,39094.000000,0.124256,0.489374,0.007020,0.147274,0.560674,64.000000,38336.000000,0.121847,0.484223,0.006653,0.189585,0.562446,57.000000,38585.000000,0.122638,0.485910,0.006797,0.137510,0.555053,41.000000,38073.000000,0.121011,0.481532,0.006700,0.188771,0.509983,44.000000,35977.000000,0.114349,0.465714,0.005929,0.205858,0.489670,43.000000,38453.000000,0.122219,0.484801,0.006750,0.163548,0.499474,36.000000,41920.000000,0.133238,0.509854,0.008012,0.136697,0.555289,32.000000,37004.000000,0.117613,0.474290,0.006090,0.211554,0.466309,30.000000,45342.000000,0.144115,0.531909,0.009570,0.038242,0.629837,58.000000,40295.000000,0.128074,0.498392,0.007312,0.140765,0.493681,22.000000,36984.000000,0.117550,0.474142,0.006141,0.170871,0.474207,23.000000,39533.000000,0.125652,0.493137,0.006951,0.152970,0.467262,36.000000,44253.000000,0.140654,0.525339,0.008950,0.059398,0.533770,53.000000,40433.000000,0.128512,0.499303,0.007384,0.100081,0.540297,85.000000,42108.000000,0.133836,0.511032,0.008073,0.128560,0.557337,100.000000,39394.000000,0.125210,0.491724,0.007039,0.196094,0.502728,48.000000,41876.000000,0.133099,0.508828,0.008050,0.113914,0.481922,19.000000,41362.000000,0.131465,0.505377,0.007927,0.138324,0.561775,49.000000,45832.000000,0.145672,0.535558,0.009663,0.052075,0.585155,27.000000,43406.000000,0.137962,0.519597,0.008646,0.084622,0.562038,29.000000,42065.000000,0.133699,0.510275,0.008137,0.067535,0.535783,37.000000,37904.000000,0.120474,0.480757,0.006496,0.208299,0.442745,36.000000,42419.000000,0.134824,0.512477,0.008298,0.083808,0.623905,68.000000,36773.000000,0.116879,0.472308,0.006173,0.221318,0.494211,39.000000,43324.000000,0.137701,0.518642,0.008668,0.084622,0.631759,41.000000,39285.000000,0.124863,0.490650,0.007002,0.177380,0.539715,100.000000,39297.000000,0.124901,0.491518,0.006897,0.155411,0.518587,48.000000,46548.000000,0.147948,0.539597,0.010049,0.067535,0.645805,57.000000,40352.000000,0.128255,0.498780,0.007342,0.147274,0.550284,49.000000,35765.000000,0.113675,0.463887,0.005981,0.206672,0.534142,42.000000,35329.000000,0.112290,0.460753,0.005756,0.200976,0.486818,39.000000,40999.000000,0.130311,0.503258,0.007648,0.157038,0.501774,100.000000,25.763383,1.546079,27.969609,1.637269,26.074139,1.558199,28.386833,1.655002,28.099154,1.643699,27.581633,1.622210,24.064839,1.475181,26.475678,1.579138,27.900889,1.635979,23.500754,1.447549,23.572453,1.448297,27.100620,1.599869,28.260142,1.649960,26.587406,1.578645,25.600939,1.537026,27.098387,1.602672,25.767342,1.550808,27.080510,1.604565,24.308528,1.491245,22.034585,1.399787,25.702767,1.545533,26.776929,1.590042,20.712643,1.331075,18.686083,1.232202,25.980656,1.557487,26.687802,1.585803,21.373639,1.368740,23.717634,1.465728,26.973047,1.598486,27.025981,1.600143,27.785639,1.630709,27.703426,1.628102,27.787998,1.630659,27.257920,1.611420
6,Mutilation,41726.000000,0.132622,0.506534,0.008232,0.067535,0.651831,100.000000,39710.000000,0.126214,0.492382,0.007398,0.117982,0.568669,97.000000,41751.000000,0.132701,0.508280,0.008076,0.117982,0.596156,71.000000,36305.000000,0.115392,0.468493,0.005841,0.197722,0.487288,90.000000,37992.000000,0.120754,0.481441,0.006519,0.135883,0.507568,79.000000,36892.000000,0.117257,0.473531,0.005959,0.210740,0.479644,67.000000,32734.000000,0.104042,0.439646,0.004702,0.265256,0.449545,12.000000,37500.000000,0.119190,0.478103,0.006248,0.185517,0.456580,16.000000,34797.000000,0.110599,0.457046,0.005295,0.195281,0.439281,26.000000,39459.000000,0.125416,0.491993,0.007042,0.187958,0.470513,20.000000,43353.000000,0.137793,0.518445,0.008741,0.068348,0.565737,34.000000,38654.000000,0.122858,0.486315,0.006687,0.171684,0.457678,22.000000,37528.000000,0.119279,0.478317,0.006209,0.179821,0.466248,32.000000,40860.000000,0.129869,0.501646,0.007644,0.128560,0.547693,29.000000,42312.000000,0.134484,0.511312,0.008313,0.121237,0.559893,50.000000,40882.000000,0.129939,0.501352,0.007752,0.148088,0.546237,47.000000,40367.000000,0.128302,0.498430,0.007441,0.165989,0.500924,69.000000,40041.000000,0.127266,0.495934,0.007292,0.122050,0.447793,36.000000,37649.000000,0.119663,0.478944,0.006299,0.200163,0.446420,31.000000,41419.000000,0.131646,0.505878,0.007863,0.159479,0.501850,70.000000,39772.000000,0.126411,0.494199,0.007177,0.205045,0.517041,35.000000,37000.000000,0.117601,0.474428,0.006011,0.170057,0.430659,32.000000,40916.000000,0.130047,0.502648,0.007553,0.121237,0.493998,40.000000,39209.000000,0.124622,0.490152,0.006941,0.139951,0.522528,40.000000,38549.000000,0.122524,0.485667,0.006630,0.202604,0.477175,79.000000,38931.000000,0.123738,0.488291,0.006903,0.166802,0.504358,77.000000,36985.000000,0.117553,0.473905,0.006073,0.163548,0.530139,89.000000,36971.000000,0.117509,0.473418,0.006104,0.195281,0.485603,94.000000,38857.000000,0.123503,0.487324,0.006835,0.167616,0.544099,97.000000,42720.000000,0.135781,0.513787,0.008555,0.091945,0.631042,100.000000,38677.000000,0.122931,0.486302,0.006747,0.155411,0.558119,94.000000,39761.000000,0.126376,0.494503,0.007209,0.104150,0.493785,30.000000,37628.000000,0.119597,0.478814,0.006387,0.122864,0.505063,34.000000,42059.000000,0.133680,0.509842,0.008138,0.143206,0.547298,45.000000,11.656304,0.722201,11.761926,0.726031,17.026609,1.044491,21.204700,1.228705,18.576241,1.115230,22.892413,1.280834,21.005312,1.190827,22.294118,1.232519,23.237698,1.280181,21.796404,1.208653,18.454906,1.073116,21.846333,1.201701,23.333868,1.291875,23.060662,1.272715,22.684562,1.262945,23.560988,1.299764,21.864499,1.232533,24.226846,1.335160,23.470278,1.304510,19.400763,1.153196,23.354127,1.307454,22.689049,1.273817,22.240336,1.266623,19.858647,1.173204,19.331609,1.145793,20.324064,1.192516,21.705881,1.247862,20.325369,1.196206,12.099583,0.754697,13.629285,0.861561,16.140332,0.985363,19.471270,1.140707,17.914869,1.087675,24.209100,1.336088
6,Cute,46189.000000,0.146807,0.537231,0.009919,0.048007,0.683956,77.000000,39810.000000,0.126532,0.494989,0.007115,0.170871,0.576684,94.000000,44406.000000,0.141140,0.525943,0.009196,0.111473,0.608388,83.000000,43858.000000,0.139398,0.522540,0.008852,0.085435,0.641300,50.000000,40384.000000,0.128356,0.498958,0.007466,0.109032,0.492320,39.000000,42898.000000,0.136347,0.516418,0.008366,0.139138,0.536249,92.000000,37086.000000,0.117874,0.474646,0.006094,0.227014,0.455076,16.000000,41225.000000,0.131029,0.504628,0.007751,0.144020,0.497523,50.000000,39306.000000,0.124930,0.491622,0.006878,0.186330,0.449592,23.000000,41440.000000,0.131713,0.506485,0.007738,0.139138,0.502428,83.000000,41989.000000,0.133458,0.509684,0.008167,0.162734,0.600460,100.000000,41139.000000,0.130756,0.504111,0.007703,0.094386,0.486469,24.000000,42558.000000,0.135266,0.513974,0.008285,0.162734,0.520366,23.000000,38026.000000,0.120862,0.482043,0.006415,0.170871,0.498626,78.000000,39409.000000,0.125257,0.492244,0.006930,0.170057,0.578329,100.000000,38872.000000,0.123551,0.487837,0.006823,0.148902,0.560189,99.000000,39780.000000,0.126437,0.494302,0.007206,0.151343,0.590004,100.000000,39488.000000,0.125509,0.492089,0.007153,0.184703,0.508849,79.000000,41778.000000,0.132787,0.507879,0.008107,0.152156,0.507151,28.000000,40914.000000,0.130041,0.502007,0.007756,0.157852,0.544469,78.000000,41976.000000,0.133416,0.509681,0.008057,0.116355,0.457017,22.000000,41103.000000,0.130642,0.503990,0.007675,0.191212,0.447095,22.000000,43220.000000,0.137370,0.518464,0.008510,0.107404,0.462658,30.000000,37623.000000,0.119581,0.478975,0.006309,0.207486,0.461969,26.000000,40268.000000,0.127988,0.498441,0.007277,0.175753,0.523135,57.000000,38468.000000,0.122267,0.484993,0.006746,0.113914,0.540273,57.000000,38382.000000,0.121993,0.484804,0.006577,0.170057,0.527696,58.000000,40235.000000,0.127883,0.497564,0.007360,0.151343,0.499688,31.000000,37652.000000,0.119673,0.478814,0.006333,0.143206,0.527459,82.000000,45360.000000,0.144172,0.531964,0.009500,0.041497,0.599409,64.000000,39560.000000,0.125737,0.493332,0.007040,0.159479,0.514485,42.000000,41494.000000,0.131884,0.507176,0.007774,0.139951,0.504791,37.000000,36565.000000,0.116218,0.470150,0.006211,0.164361,0.489752,44.000000,41524.000000,0.131980,0.506384,0.008028,0.154597,0.592657,100.000000,18.412700,1.095589,20.646881,1.198401,14.697140,0.957372,22.175088,1.267191,23.260341,1.318941,22.172431,1.267595,14.902520,0.985559,24.330222,1.373817,23.363395,1.330223,22.507570,1.300724,18.930637,1.156406,22.426247,1.288842,22.136020,1.269252,22.246534,1.281088,22.718587,1.303851,22.579138,1.292237,21.132584,1.232759,21.954857,1.268144,20.075780,1.182944,16.803467,1.046329,16.242892,1.026200,19.862799,1.172580,18.793177,1.136291,16.789270,1.057348,21.557983,1.259454,22.433780,1.293650,21.916542,1.257166,21.195695,1.239169,21.698977,1.245682,20.387178,1.186094,22.782931,1.296104,23.531245,1.340758,22.805972,1.304352,20.453594,1.196894
6,Erotic,46326.000000,0.147242,0.537456,0.010145,0.036615,0.684623,76.000000,43373.000000,0.137857,0.518813,0.008711,0.069162,0.658466,99.000000,43437.000000,0.138060,0.519493,0.008798,0.126932,0.575301,69.000000,41452.000000,0.131751,0.506557,0.007764,0.158666,0.539713,86.000000,40483.000000,0.128671,0.499880,0.007410,0.153784,0.582544,55.000000,41911.000000,0.133210,0.509315,0.008069,0.150529,0.542315,23.000000,36853.000000,0.117133,0.472029,0.006151,0.193653,0.470029,13.000000,41456.000000,0.131764,0.506137,0.007839,0.104963,0.533330,25.000000,38895.000000,0.123624,0.488617,0.006764,0.173312,0.488263,18.000000,42208.000000,0.134154,0.511711,0.008080,0.119609,0.484561,19.000000,45825.000000,0.145650,0.534505,0.009878,0.091131,0.585086,57.000000,43831.000000,0.139312,0.522092,0.008894,0.094386,0.595959,23.000000,39457.000000,0.125410,0.492356,0.006991,0.101709,0.471223,19.000000,44512.000000,0.141477,0.526456,0.009207,0.076485,0.558667,37.000000,45812.000000,0.145609,0.534550,0.009871,0.047193,0.595710,99.000000,45960.000000,0.146079,0.535780,0.009848,0.028478,0.610944,48.000000,44809.000000,0.142421,0.528422,0.009363,0.046379,0.691832,100.000000,40833.000000,0.129783,0.501516,0.007757,0.107404,0.659129,59.000000,41198.000000,0.130944,0.504614,0.007707,0.109845,0.495824,20.000000,43317.000000,0.137679,0.518903,0.008657,0.109032,0.617693,39.000000,45837.000000,0.145688,0.534914,0.009855,0.098454,0.591737,23.000000,42956.000000,0.136531,0.516943,0.008417,0.122050,0.497176,20.000000,37722.000000,0.119895,0.479406,0.006437,0.161107,0.462237,22.000000,37791.000000,0.120115,0.480136,0.006336,0.179821,0.480750,36.000000,39953.000000,0.126986,0.495975,0.007202,0.123678,0.551801,53.000000,39487.000000,0.125505,0.493378,0.006953,0.176566,0.546640,51.000000,40983.000000,0.130260,0.503415,0.007533,0.115541,0.617877,81.000000,42486.000000,0.135037,0.513314,0.008325,0.076485,0.559868,25.000000,43717.000000,0.138950,0.521584,0.008760,0.098454,0.665649,75.000000,44605.000000,0.141772,0.526942,0.009266,0.073230,0.666825,64.000000,43646.000000,0.138724,0.521403,0.008686,0.082994,0.642123,68.000000,39639.000000,0.125988,0.493655,0.007163,0.137510,0.517138,30.000000,39335.000000,0.125022,0.491578,0.007025,0.173312,0.472646,51.000000,43638.000000,0.138699,0.521008,0.008767,0.117982,0.551800,44.000000,18.957640,1.077477,17.308818,1.014259,14.466271,0.893609,18.368993,1.063622,22.589450,1.232421,22.053895,1.214229,22.267872,1.213937,23.048422,1.246899,22.971507,1.246623,20.943903,1.171201,15.206683,0.920284,20.610429,1.150470,22.346111,1.218237,17.934949,1.038772,10.473086,0.693627,9.627863,0.651031,13.904988,0.856252,19.116733,1.089132,20.870081,1.157113,16.923070,0.993377,19.241188,1.088680,21.410503,1.180382,20.204142,1.146716,18.659149,1.069373,20.885210,1.161565,20.454703,1.146910,18.826993,1.078332,15.122071,0.928605,19.196762,1.096271,17.903490,1.037935,20.091559,1.132308,21.670857,1.201905,22.601085,1.232658,10.236724,0.696753
7,Threat,43865.000000,0.139420,0.522630,0.008874,0.095199,0.508751,16.000000,41623.000000,0.132294,0.507386,0.007893,0.117982,0.497062,14.000000,40895.000000,0.129981,0.502701,0.007578,0.163548,0.511074,55.000000,34052.000000,0.108231,0.450822,0.005048,0.291294,0.433651,12.000000,38710.000000,0.123036,0.486060,0.006806,0.159479,0.464934,11.000000,43287.000000,0.137583,0.518615,0.008581,0.111473,0.532651,13.000000,36572.000000,0.116240,0.470196,0.006058,0.221318,0.506393,12.000000,31998.000000,0.101702,0.433667,0.004459,0.282343,0.433491,11.000000,38586.000000,0.122642,0.485727,0.006666,0.174125,0.469788,18.000000,36934.000000,0.117391,0.473576,0.006058,0.196908,0.499646,11.000000,41042.000000,0.130448,0.502769,0.007834,0.162734,0.521176,46.000000,39653.000000,0.126033,0.493419,0.007187,0.179007,0.468225,20.000000,40150.000000,0.127613,0.497310,0.007282,0.140765,0.490158,18.000000,42344.000000,0.134586,0.512133,0.008322,0.148902,0.551541,100.000000,44105.000000,0.140183,0.523653,0.009091,0.103336,0.642394,100.000000,40851.000000,0.129841,0.501936,0.007653,0.182262,0.536397,100.000000,41728.000000,0.132628,0.507746,0.008072,0.138324,0.579901,100.000000,40866.000000,0.129888,0.501971,0.007657,0.166802,0.510067,38.000000,41580.000000,0.132158,0.506885,0.007958,0.124491,0.501085,14.000000,36497.000000,0.116002,0.469734,0.005987,0.205858,0.474776,11.000000,38433.000000,0.122155,0.484549,0.006656,0.173312,0.473977,10.000000,40742.000000,0.129494,0.501249,0.007518,0.173312,0.461415,19.000000,39276.000000,0.124835,0.490490,0.006971,0.179007,0.438154,11.000000,35584.000000,0.113100,0.462357,0.005771,0.211554,0.448876,11.000000,41226.000000,0.131033,0.504265,0.007756,0.135883,0.477262,13.000000,38133.000000,0.121202,0.482304,0.006520,0.161920,0.439154,11.000000,39010.000000,0.123989,0.488751,0.006828,0.170057,0.485514,12.000000,39480.000000,0.125483,0.491801,0.007197,0.185517,0.525631,16.000000,43153.000000,0.137157,0.517579,0.008577,0.135069,0.478477,55.000000,42558.000000,0.135266,0.513126,0.008488,0.111473,0.503329,47.000000,44163.000000,0.140368,0.524121,0.009026,0.077299,0.520048,15.000000,40579.000000,0.128976,0.499491,0.007527,0.143206,0.421898,13.000000,37801.000000,0.120147,0.479436,0.006463,0.170057,0.449287,11.000000,41432.000000,0.131687,0.506278,0.007796,0.180635,0.517446,55.000000,9.342138,0.599259,11.730445,0.692472,16.718438,0.896252,14.898480,0.832352,17.781812,0.963070,15.466038,0.866006,14.780236,0.830429,16.858178,0.911502,15.451753,0.849989,16.093340,0.889187,16.345298,0.902831,17.483290,0.945244,14.070350,0.764162,17.233424,0.930945,14.799520,0.831568,15.684601,0.866996,12.988975,0.735805,14.058858,0.791987,13.959677,0.787801,12.786114,0.753763,13.228318,0.756178,14.198133,0.783517,17.567629,0.948025,11.648112,0.717540,11.659860,0.719832,17.899260,0.967007,16.451072,0.920306,15.206615,0.833950,17.182347,0.936951,14.230411,0.804367,18.346858,0.992085,13.763322,0.790368,17.132991,0.930676,13.366060,0.764526
7,Mutilation,49453.000000,0.157181,0.556615,0.011613,0.007323,0.595001,18.000000,46809.000000,0.148778,0.541452,0.010153,0.068348,0.532039,17.000000,40575.000000,0.128963,0.500363,0.007415,0.188771,0.481278,23.000000,48487.000000,0.154111,0.551440,0.011015,0.043124,0.593307,25.000000,37294.000000,0.118535,0.476811,0.006095,0.182262,0.483999,21.000000,44525.000000,0.141518,0.526872,0.009107,0.098454,0.574337,23.000000,36488.000000,0.115973,0.469301,0.006004,0.233523,0.467644,11.000000,37398.000000,0.118866,0.477532,0.006154,0.166802,0.486312,25.000000,38508.000000,0.122394,0.485142,0.006698,0.165175,0.448530,16.000000,42173.000000,0.134043,0.511151,0.008130,0.144833,0.493299,13.000000,41179.000000,0.130883,0.504294,0.007754,0.169243,0.500456,21.000000,42027.000000,0.133578,0.509799,0.008159,0.131814,0.557500,19.000000,40768.000000,0.129577,0.501413,0.007557,0.181448,0.508386,21.000000,42878.000000,0.136283,0.515917,0.008475,0.125305,0.581772,46.000000,43195.000000,0.137291,0.518322,0.008560,0.115541,0.569330,93.000000,44460.000000,0.141312,0.526847,0.009045,0.071603,0.550895,38.000000,42765.000000,0.135924,0.515618,0.008313,0.095199,0.568960,52.000000,42272.000000,0.134357,0.511957,0.008193,0.127746,0.560703,59.000000,42942.000000,0.136487,0.516258,0.008522,0.127746,0.566459,20.000000,39433.000000,0.125334,0.492034,0.007030,0.180635,0.453605,16.000000,41704.000000,0.132552,0.507820,0.007993,0.131001,0.539730,13.000000,38209.000000,0.121443,0.483023,0.006591,0.170057,0.465162,13.000000,39261.000000,0.124787,0.491178,0.006912,0.165175,0.524637,16.000000,31063.000000,0.098731,0.424872,0.004337,0.266070,0.441753,7.000000,40205.000000,0.127787,0.497472,0.007333,0.144833,0.503914,12.000000,42880.000000,0.136290,0.517015,0.008211,0.121237,0.544125,19.000000,47863.000000,0.152128,0.547912,0.010678,0.036615,0.581386,22.000000,37633.000000,0.119613,0.478830,0.006297,0.182262,0.501826,14.000000,45490.000000,0.144585,0.533374,0.009496,0.064280,0.527501,19.000000,49378.000000,0.156943,0.556902,0.011438,0.041497,0.599538,34.000000,35060.000000,0.111435,0.459580,0.005306,0.220504,0.478246,18.000000,35855.000000,0.113961,0.465153,0.005734,0.174125,0.439837,18.000000,41260.000000,0.131141,0.505346,0.007635,0.119609,0.506367,19.000000,38314.000000,0.121777,0.483733,0.006647,0.161107,0.521740,53.000000,10.485070,0.777284,22.088461,1.282531,11.819541,0.778892,22.830482,1.320391,24.294402,1.376375,21.356929,1.269120,20.850986,1.253775,24.037686,1.373307,25.596259,1.430415,18.537680,1.129628,18.330273,1.104172,23.520794,1.335189,24.999411,1.404383,22.603720,1.289196,17.942809,1.097134,20.904869,1.220188,22.005186,1.261797,23.171554,1.320849,24.746052,1.395600,21.804940,1.263229,24.061239,1.371791,25.582778,1.430926,25.184075,1.416161,20.135841,1.216330,22.296092,1.296667,24.187255,1.370844,23.184388,1.325772,18.173032,1.110689,22.720902,1.305896,16.118430,1.005867,23.876314,1.356169,25.175374,1.415087,24.202012,1.371685,19.637167,1.167974
