subject,d_total_spikes_0,d_mean_firing_rate_0,d_rate_entropy_0,d_rate_variance_0,d_temporal_sparsity_0,d_permutation_entropy_0,d_tau_ac_0,d_total_spikes_1,d_mean_firing_rate_1,d_rate_entropy_1,d_rate_variance_1,d_temporal_sparsity_1,d_permutation_entropy_1,d_tau_ac_1,d_total_spikes_2,d_mean_firing_rate_2,d_rate_entropy_2,d_rate_variance_2,d_temporal_sparsity_2,d_permutation_entropy_2,d_tau_ac_2,d_total_spikes_3,d_mean_firing_rate_3,d_rate_entropy_3,d_rate_variance_3,d_temporal_sparsity_3,d_permutation_entropy_3,d_tau_ac_3,d_total_spikes_4,d_mean_firing_rate_4,d_rate_entropy_4,d_rate_variance_4,d_temporal_sparsity_4,d_permutation_entropy_4,d_tau_ac_4,d_total_spikes_5,d_mean_firing_rate_5,d_rate_entropy_5,d_rate_variance_5,d_temporal_sparsity_5,d_permutation_entropy_5,d_tau_ac_5,d_total_spikes_6,d_mean_firing_rate_6,d_rate_entropy_6,d_rate_variance_6,d_temporal_sparsity_6,d_permutation_entropy_6,d_tau_ac_6,d_total_spikes_7,d_mean_firing_rate_7,d_rate_entropy_7,d_rate_variance_7,d_temporal_sparsity_7,d_permutation_entropy_7,d_tau_ac_7,d_total_spikes_8,d_mean_firing_rate_8,d_rate_entropy_8,d_rate_variance_8,d_temporal_sparsity_8,d_permutation_entropy_8,d_tau_ac_8,d_total_spikes_9,d_mean_firing_rate_9,d_rate_entropy_9,d_rate_variance_9,d_temporal_sparsity_9,d_permutation_entropy_9,d_tau_ac_9,d_total_spikes_10,d_mean_firing_rate_10,d_rate_entropy_10,d_rate_variance_10,d_temporal_sparsity_10,d_permutation_entropy_10,d_tau_ac_10,d_total_spikes_11,d_mean_firing_rate_11,d_rate_entropy_11,d_rate_variance_11,d_temporal_sparsity_11,d_permutation_entropy_11,d_tau_ac_11,d_total_spikes_12,d_mean_firing_rate_12,d_rate_entropy_12,d_rate_variance_12,d_temporal_sparsity_12,d_permutation_entropy_12,d_tau_ac_12,d_total_spikes_13,d_mean_firing_rate_13,d_rate_entropy_13,d_rate_variance_13,d_temporal_sparsity_13,d_permutation_entropy_13,d_tau_ac_13,d_total_spikes_14,d_mean_firing_rate_14,d_rate_entropy_14,d_rate_variance_14,d_temporal_sparsity_14,d_permutation_entropy_14,d_tau_ac_14,d_total_spikes_15,d_mean_firing_rate_15,d_rate_entropy_15,d_rate_variance_15,d_temporal_sparsity_15,d_permutation_entropy_15,d_tau_ac_15,d_total_spikes_16,d_mean_firing_rate_16,d_rate_entropy_16,d_rate_variance_16,d_temporal_sparsity_16,d_permutation_entropy_16,d_tau_ac_16,d_total_spikes_17,d_mean_firing_rate_17,d_rate_entropy_17,d_rate_variance_17,d_temporal_sparsity_17,d_permutation_entropy_17,d_tau_ac_17,d_total_spikes_18,d_mean_firing_rate_18,d_rate_entropy_18,d_rate_variance_18,d_temporal_sparsity_18,d_permutation_entropy_18,d_tau_ac_18,d_total_spikes_19,d_mean_firing_rate_19,d_rate_entropy_19,d_rate_variance_19,d_temporal_sparsity_19,d_permutation_entropy_19,d_tau_ac_19,d_total_spikes_20,d_mean_firing_rate_20,d_rate_entropy_20,d_rate_variance_20,d_temporal_sparsity_20,d_permutation_entropy_20,d_tau_ac_20,d_total_spikes_21,d_mean_firing_rate_21,d_rate_entropy_21,d_rate_variance_21,d_temporal_sparsity_21,d_permutation_entropy_21,d_tau_ac_21,d_total_spikes_22,d_mean_firing_rate_22,d_rate_entropy_22,d_rate_variance_22,d_temporal_sparsity_22,d_permutation_entropy_22,d_tau_ac_22,d_total_spikes_23,d_mean_firing_rate_23,d_rate_entropy_23,d_rate_variance_23,d_temporal_sparsity_23,d_permutation_entropy_23,d_tau_ac_23,d_total_spikes_24,d_mean_firing_rate_24,d_rate_entropy_24,d_rate_variance_24,d_temporal_sparsity_24,d_permutation_entropy_24,d_tau_ac_24,d_total_spikes_25,d_mean_firing_rate_25,d_rate_entropy_25,d_rate_variance_25,d_temporal_sparsity_25,d_permutation_entropy_25,d_tau_ac_25,d_total_spikes_26,d_mean_firing_rate_26,d_rate_entropy_26,d_rate_variance_26,d_temporal_sparsity_26,d_permutation_entropy_26,d_tau_ac_26,d_total_spikes_27,d_mean_firing_rate_27,d_rate_entropy_27,d_rate_variance_27,d_temporal_sparsity_27,d_permutation_entropy_27,d_tau_ac_27,d_total_spikes_28,d_mean_firing_rate_28,d_rate_entropy_28,d_rate_variance_28,d_temporal_sparsity_28,d_permutation_entropy_28,d_tau_ac_28,d_total_spikes_29,d_mean_firing_rate_29,d_rate_entropy_29,d_rate_variance_29,d_temporal_sparsity_29,d_permutation_entropy_29,d_tau_ac_29,d_total_spikes_30,d_mean_firing_rate_30,d_rate_entropy_30,d_rate_variance_30,d_temporal_sparsity_30,d_permutation_entropy_30,d_tau_ac_30,d_total_spikes_31,d_mean_firing_rate_31,d_rate_entropy_31,d_rate_variance_31,d_temporal_sparsity_31,d_permutation_entropy_31,d_tau_ac_31,d_total_spikes_32,d_mean_firing_rate_32,d_rate_entropy_32,d_rate_variance_32,d_temporal_sparsity_32,d_permutation_entropy_32,d_tau_ac_32,d_total_spikes_33,d_mean_firing_rate_33,d_rate_entropy_33,d_rate_variance_33,d_temporal_sparsity_33,d_permutation_entropy_33,d_tau_ac_33,t_strength_0,t_clustering_0,t_strength_1,t_clustering_1,t_strength_2,t_clustering_2,t_strength_3,t_clustering_3,t_strength_4,t_clustering_4,t_strength_5,t_clustering_5,t_strength_6,t_clustering_6,t_strength_7,t_clustering_7,t_strength_8,t_clustering_8,t_strength_9,t_clustering_9,t_strength_10,t_clustering_10,t_strength_11,t_clustering_11,t_strength_12,t_clustering_12,t_strength_13,t_clustering_13,t_strength_14,t_clustering_14,t_strength_15,t_clustering_15,t_strength_16,t_clustering_16,t_strength_17,t_clustering_17,t_strength_18,t_clustering_18,t_strength_19,t_clustering_19,t_strength_20,t_clustering_20,t_strength_21,t_clustering_21,t_strength_22,t_clustering_22,t_strength_23,t_clustering_23,t_strength_24,t_clustering_24,t_strength_25,t_clustering_25,t_strength_26,t_clustering_26,t_strength_27,t_clustering_27,t_strength_28,t_clustering_28,t_strength_29,t_clustering_29,t_strength_30,t_clustering_30,t_strength_31,t_clustering_31,t_strength_32,t_clustering_32,t_strength_33,t_clustering_33
6,45346.000000,0.144128,0.531073,0.009672,0.051871,0.668263,79.000000,41155.000000,0.130807,0.503628,0.007781,0.116151,0.599616,83.250000,42172.000000,0.134039,0.510772,0.008272,0.125915,0.585130,71.750000,39987.750000,0.127097,0.495454,0.007278,0.157852,0.557687,70.750000,39361.000000,0.125105,0.491547,0.007048,0.134052,0.534371,53.500000,39943.500000,0.126956,0.495199,0.007273,0.172295,0.517048,56.500000,35662.500000,0.113350,0.463009,0.005719,0.222945,0.466080,21.000000,39658.500000,0.126050,0.493417,0.007147,0.149512,0.496727,31.750000,38729.500000,0.123098,0.486785,0.006737,0.172905,0.483106,24.750000,40027.750000,0.127224,0.496120,0.007238,0.164565,0.480952,38.000000,44127.250000,0.140254,0.523636,0.009089,0.090114,0.595280,62.250000,40979.750000,0.130250,0.502727,0.007649,0.125305,0.508447,22.750000,39131.750000,0.124376,0.489697,0.006907,0.153784,0.483011,24.250000,40732.750000,0.129465,0.500820,0.007554,0.132221,0.518062,45.000000,42946.500000,0.136501,0.515861,0.008516,0.099471,0.566926,75.500000,41536.750000,0.132020,0.506068,0.007952,0.106387,0.564417,69.750000,41766.000000,0.132749,0.508046,0.008020,0.123068,0.585024,92.250000,39939.000000,0.126942,0.495316,0.007310,0.152563,0.529625,55.500000,40625.250000,0.129123,0.500066,0.007541,0.144020,0.482829,24.500000,41753.000000,0.132708,0.508041,0.008051,0.141172,0.556447,59.000000,43354.250000,0.137797,0.518588,0.008688,0.117982,0.537738,26.750000,41116.250000,0.130684,0.503740,0.007687,0.141985,0.484242,25.750000,40980.750000,0.130253,0.502698,0.007660,0.114321,0.488669,32.250000,38131.750000,0.121198,0.482505,0.006521,0.183889,0.476998,34.500000,40297.250000,0.128081,0.498140,0.007352,0.146461,0.544004,64.250000,38414.750000,0.122097,0.484742,0.006694,0.169650,0.521370,56.000000,39918.500000,0.126877,0.495192,0.007213,0.133442,0.576868,67.250000,39744.250000,0.126323,0.493736,0.007198,0.150122,0.521219,62.500000,39880.750000,0.126757,0.494810,0.007206,0.141172,0.563948,75.500000,44808.250000,0.142418,0.528072,0.009343,0.068552,0.635770,71.250000,40558.750000,0.128912,0.499954,0.007454,0.136290,0.566253,63.250000,39164.750000,0.124481,0.489805,0.007032,0.147071,0.512464,34.750000,37214.250000,0.118282,0.475324,0.006345,0.165378,0.488570,42.000000,42055.000000,0.133667,0.510123,0.008145,0.143206,0.548382,72.250000,18.697507,1.110336,19.421809,1.143990,18.066040,1.113418,22.533904,1.303630,23.131296,1.327573,23.675093,1.346217,20.560136,1.216376,24.037110,1.358093,24.368372,1.373252,22.187158,1.282032,19.041170,1.149526,22.995908,1.310220,24.019035,1.357331,22.457388,1.292805,20.369293,1.199362,20.716594,1.211426,20.667353,1.218088,23.094737,1.324250,22.181167,1.283953,18.790471,1.148172,21.135244,1.241967,22.684820,1.304205,20.487574,1.220176,18.498287,1.133032,21.938864,1.281075,22.475087,1.304720,20.955764,1.238025,20.090192,1.207427,19.992092,1.173784,19.736483,1.171434,21.700115,1.261121,23.094200,1.327868,22.777481,1.313836,20.539335,1.210289
7,45648.750000,0.145090,0.533488,0.009723,0.062042,0.574553,27.500000,43527.500000,0.138348,0.520008,0.008716,0.105370,0.524477,18.500000,40780.250000,0.129616,0.501710,0.007553,0.147274,0.522133,51.250000,42139.250000,0.133935,0.508778,0.008298,0.144630,0.529647,25.000000,39585.000000,0.125817,0.492761,0.007127,0.168836,0.505676,20.500000,43142.750000,0.137125,0.517673,0.008540,0.120423,0.544712,24.500000,36459.000000,0.115881,0.469262,0.005993,0.224776,0.478498,10.750000,37666.250000,0.119718,0.478051,0.006410,0.189992,0.458207,17.250000,38791.250000,0.123294,0.487315,0.006770,0.179007,0.442886,16.750000,36943.250000,0.117420,0.472599,0.006171,0.204434,0.460340,11.250000,39666.750000,0.126077,0.492674,0.007254,0.183279,0.493493,23.000000,39615.750000,0.125915,0.492967,0.007174,0.169243,0.484205,18.000000,38962.000000,0.123837,0.488392,0.006841,0.182262,0.459146,18.250000,40150.250000,0.127613,0.496336,0.007412,0.164565,0.519073,56.000000,42746.250000,0.135865,0.514880,0.008428,0.114727,0.588225,78.250000,40671.250000,0.129269,0.500020,0.007612,0.144833,0.507082,56.750000,40660.750000,0.129236,0.500237,0.007582,0.141985,0.537666,67.000000,38885.500000,0.123594,0.487311,0.006879,0.176159,0.502522,35.500000,39459.750000,0.125419,0.491373,0.007120,0.170057,0.498131,15.750000,35255.500000,0.112056,0.458397,0.005689,0.232913,0.450613,11.500000,39464.250000,0.125433,0.491849,0.007069,0.168836,0.487369,11.250000,40057.250000,0.127318,0.496359,0.007280,0.165582,0.452795,16.000000,40688.000000,0.129323,0.500598,0.007554,0.157242,0.491560,15.500000,33678.000000,0.107042,0.446888,0.005096,0.247152,0.442036,8.500000,40667.750000,0.129258,0.500445,0.007543,0.149919,0.480826,13.500000,40680.500000,0.129299,0.500591,0.007538,0.158259,0.503012,20.250000,42762.000000,0.135915,0.514251,0.008480,0.125712,0.517247,23.250000,40050.000000,0.127295,0.495804,0.007362,0.146257,0.506295,24.250000,44065.500000,0.140058,0.523551,0.008973,0.101302,0.540431,41.500000,45185.750000,0.143618,0.530159,0.009576,0.081570,0.577989,60.000000,40182.500000,0.127716,0.496451,0.007413,0.163954,0.503330,21.750000,39360.500000,0.125103,0.491031,0.007048,0.174939,0.461584,18.500000,40087.500000,0.127414,0.496348,0.007326,0.156835,0.507482,20.250000,39401.500000,0.125234,0.491329,0.007069,0.191212,0.506656,54.750000,15.330782,0.956135,19.357642,1.128004,16.133715,0.972368,20.715840,1.185759,22.236067,1.251237,19.870432,1.154473,15.510002,0.951753,20.897286,1.195825,22.044416,1.234188,17.323142,1.034504,17.126140,1.027266,21.377976,1.211745,21.156306,1.191066,19.703436,1.141072,17.075070,1.028994,17.714626,1.045794,17.397924,1.029113,18.396972,1.079450,21.092524,1.198212,18.416532,1.090588,21.180393,1.201309,21.859278,1.223051,22.874518,1.271790,19.660568,1.146474,20.126830,1.163762,22.306359,1.247516,21.256482,1.209624,18.970718,1.103454,21.339921,1.209976,18.498108,1.083836,22.124174,1.246019,21.191674,1.202555,21.823425,1.226536,15.283286,0.948354
8,41652.500000,0.132388,0.506474,0.007987,0.121847,0.559313,46.750000,40757.000000,0.129542,0.500255,0.007646,0.145850,0.534591,41.250000,37893.250000,0.120440,0.480067,0.006490,0.172905,0.505428,40.000000,41943.750000,0.133314,0.509128,0.008109,0.109439,0.556883,33.750000,42763.750000,0.135920,0.514613,0.008454,0.103539,0.531688,37.250000,39104.250000,0.124289,0.487769,0.007099,0.142799,0.485632,24.000000,39869.000000,0.126720,0.493403,0.007352,0.152766,0.533602,32.750000,41874.500000,0.133094,0.508992,0.008014,0.145037,0.519396,46.500000,43046.000000,0.136817,0.516636,0.008557,0.092148,0.537532,53.000000,42219.000000,0.134189,0.511045,0.008214,0.143206,0.527126,46.500000,42737.500000,0.135837,0.514300,0.008534,0.105574,0.571866,48.000000,43148.250000,0.137142,0.517155,0.008711,0.108828,0.592733,60.750000,44005.500000,0.139867,0.523206,0.008987,0.105167,0.568035,57.750000,43142.750000,0.137125,0.517192,0.008694,0.101302,0.589086,73.250000,43073.500000,0.136905,0.516693,0.008609,0.095403,0.564210,51.250000,44025.750000,0.139931,0.522919,0.009056,0.108625,0.611917,43.500000,43343.500000,0.137763,0.518762,0.008687,0.107404,0.592457,49.000000,44875.250000,0.142631,0.528746,0.009432,0.073841,0.606487,52.500000,44178.750000,0.140418,0.524246,0.009073,0.113507,0.568680,58.000000,45051.250000,0.143191,0.529658,0.009489,0.082384,0.611405,63.250000,43914.250000,0.139577,0.522370,0.008970,0.114321,0.585446,62.250000,43849.000000,0.139370,0.521796,0.008967,0.110862,0.576909,58.750000,43216.250000,0.137358,0.517801,0.008634,0.128763,0.545410,48.500000,42591.250000,0.135372,0.512287,0.008492,0.119813,0.546179,42.000000,41534.750000,0.132014,0.505319,0.008010,0.140968,0.514956,38.250000,42414.750000,0.134811,0.512341,0.008299,0.130391,0.513614,40.750000,42615.000000,0.135447,0.513662,0.008385,0.124085,0.514469,33.250000,40729.250000,0.129454,0.500306,0.007634,0.141172,0.520001,32.750000,42922.000000,0.136423,0.515265,0.008578,0.100081,0.565933,35.000000,42202.750000,0.134137,0.510765,0.008194,0.134255,0.513538,35.750000,41305.250000,0.131284,0.504421,0.007863,0.124898,0.523601,31.250000,41105.500000,0.130650,0.502813,0.007793,0.136086,0.508062,43.750000,42210.000000,0.134160,0.511040,0.008183,0.116965,0.524757,32.000000,42532.250000,0.135184,0.513242,0.008341,0.115134,0.560989,30.000000,20.070520,1.132426,22.080921,1.206673,19.844255,1.134054,22.318347,1.216226,22.978682,1.243833,21.856675,1.208135,21.928734,1.214603,23.046664,1.260736,23.381351,1.277824,22.466388,1.249544,14.445577,0.876168,22.025366,1.235314,22.116424,1.228253,17.578822,1.022031,13.187242,0.780121,13.394779,0.807820,12.376338,0.765671,15.973947,0.933674,19.595974,1.116782,15.492788,0.947621,18.779041,1.087276,21.836309,1.216378,21.678114,1.196779,18.280595,1.077994,21.073887,1.176157,22.724084,1.235856,21.761967,1.200350,18.551917,1.074497,21.535978,1.176889,18.164967,1.062600,22.644663,1.225186,22.773448,1.241423,22.725062,1.236992,12.404978,0.765449
9,39961.500000,0.127014,0.494841,0.007459,0.101098,0.601570,62.250000,41751.750000,0.132704,0.507564,0.008066,0.108218,0.600156,76.250000,44255.750000,0.140662,0.524637,0.009195,0.058381,0.626844,67.250000,42507.000000,0.135104,0.512590,0.008376,0.105574,0.595924,86.500000,43391.000000,0.137914,0.518758,0.008742,0.105370,0.622444,79.000000,44389.000000,0.141086,0.525483,0.009234,0.052075,0.629392,64.250000,41555.000000,0.132078,0.506476,0.007930,0.108015,0.558703,58.000000,41713.500000,0.132582,0.507300,0.008071,0.099471,0.587389,72.500000,40787.500000,0.129639,0.500574,0.007700,0.126119,0.561512,54.750000,37725.000000,0.119905,0.477476,0.006635,0.163751,0.533256,46.750000,44067.250000,0.140063,0.523513,0.009004,0.101505,0.600036,41.000000,41019.500000,0.130376,0.502495,0.007722,0.142392,0.546132,34.500000,40977.750000,0.130244,0.502567,0.007706,0.128967,0.531523,38.000000,44552.250000,0.141605,0.526580,0.009216,0.084418,0.609845,43.500000,44318.000000,0.140860,0.524791,0.009141,0.078316,0.654328,72.750000,42665.250000,0.135607,0.513213,0.008487,0.089097,0.604461,44.250000,42406.500000,0.134785,0.511263,0.008440,0.081164,0.635490,72.000000,42202.250000,0.134136,0.510878,0.008199,0.116965,0.567438,39.250000,40833.250000,0.129784,0.501080,0.007691,0.124898,0.534776,43.750000,43543.250000,0.138398,0.519838,0.008794,0.097437,0.591483,59.500000,41680.750000,0.132478,0.507297,0.008000,0.126526,0.572185,54.750000,43303.500000,0.137636,0.518275,0.008699,0.084011,0.605795,75.250000,42832.500000,0.136139,0.515018,0.008532,0.099675,0.631580,79.750000,41169.250000,0.130852,0.503275,0.007883,0.135679,0.560652,63.000000,41973.000000,0.133407,0.509104,0.008211,0.126119,0.594295,85.750000,44122.250000,0.140238,0.523388,0.009092,0.079536,0.654227,83.250000,43317.250000,0.137679,0.518219,0.008716,0.107811,0.610157,75.000000,41572.000000,0.132132,0.506192,0.008099,0.094386,0.580134,78.500000,42066.250000,0.133703,0.510205,0.008172,0.108625,0.583113,70.750000,40689.750000,0.129328,0.500153,0.007663,0.109032,0.599343,63.500000,42963.000000,0.136553,0.515684,0.008583,0.101709,0.629898,89.000000,44214.000000,0.140530,0.524196,0.009089,0.073434,0.650586,82.750000,43766.750000,0.139108,0.520935,0.008962,0.075875,0.647934,90.250000,43083.250000,0.136936,0.515607,0.008733,0.084215,0.619921,73.750000,19.709069,1.152982,21.615503,1.229340,19.741398,1.159226,22.602616,1.268287,23.568856,1.312937,21.713090,1.236799,17.771216,1.069293,23.228914,1.300563,22.972785,1.295129,21.400292,1.228841,13.333192,0.868259,22.152481,1.264935,20.127119,1.173803,21.362003,1.233120,17.205061,1.045682,16.112775,0.978845,15.530996,0.948334,18.086075,1.074229,19.765340,1.152353,15.065940,0.962620,20.683873,1.205415,21.582738,1.235437,20.701655,1.200474,18.264677,1.098055,21.485976,1.227907,23.621117,1.314592,22.561481,1.267532,20.089442,1.172175,21.528215,1.223842,20.106412,1.167570,22.364136,1.257927,23.140597,1.299991,23.196542,1.299163,13.400336,0.868451
10,40965.750000,0.130205,0.502452,0.007695,0.117168,0.524197,46.750000,39543.750000,0.125686,0.492264,0.007153,0.154190,0.492055,32.250000,42182.000000,0.134071,0.510856,0.008182,0.109439,0.548362,65.750000,39297.500000,0.124903,0.490704,0.006995,0.169854,0.460141,36.750000,38036.500000,0.120895,0.480994,0.006567,0.167616,0.474593,34.000000,41529.750000,0.131998,0.506692,0.007871,0.120016,0.516321,37.250000,42544.250000,0.135223,0.513492,0.008316,0.116355,0.525126,40.500000,37697.250000,0.119817,0.478801,0.006409,0.167616,0.444963,29.250000,38633.000000,0.122791,0.484981,0.006827,0.158462,0.457102,26.500000,40684.750000,0.129312,0.498982,0.007690,0.129984,0.524311,24.250000,42306.500000,0.134467,0.511223,0.008343,0.111066,0.548134,48.250000,41875.750000,0.133098,0.508025,0.008113,0.122864,0.526988,22.250000,39972.750000,0.127049,0.495129,0.007278,0.135069,0.467850,24.000000,42127.500000,0.133898,0.509905,0.008215,0.111269,0.529114,26.250000,41681.000000,0.132479,0.506662,0.008138,0.117982,0.539377,31.000000,42868.250000,0.136252,0.515186,0.008561,0.115745,0.553824,30.750000,42841.750000,0.136168,0.515245,0.008541,0.116762,0.539584,32.250000,40876.750000,0.129923,0.501716,0.007664,0.149308,0.499582,25.250000,41028.250000,0.130404,0.502387,0.007726,0.131814,0.467740,22.000000,43551.000000,0.138422,0.519623,0.008828,0.106387,0.516308,32.750000,39331.250000,0.125010,0.490561,0.007032,0.155004,0.461350,25.000000,37067.250000,0.117814,0.474036,0.006164,0.195077,0.440913,29.750000,36272.000000,0.115287,0.468048,0.005920,0.196094,0.444292,28.750000,37048.750000,0.117756,0.473783,0.006207,0.191212,0.471656,28.750000,36562.000000,0.116209,0.470230,0.006014,0.179007,0.493008,36.500000,37794.750000,0.120127,0.479404,0.006488,0.174939,0.465954,31.500000,37797.250000,0.120135,0.479504,0.006463,0.167616,0.460949,35.500000,39211.750000,0.124631,0.490308,0.006948,0.154801,0.531350,44.750000,40279.000000,0.128023,0.497715,0.007381,0.138324,0.501164,42.750000,44724.250000,0.142151,0.527970,0.009253,0.073434,0.622302,53.500000,38764.000000,0.123207,0.486526,0.006830,0.162734,0.470670,36.000000,36904.000000,0.117296,0.472523,0.006167,0.172905,0.457058,33.250000,38337.000000,0.121850,0.483646,0.006665,0.165582,0.470539,32.000000,42702.500000,0.135726,0.513971,0.008514,0.103946,0.530450,26.000000,23.535821,1.396807,24.629292,1.450531,21.115232,1.302467,25.958233,1.512490,26.572947,1.536053,24.919160,1.473991,19.360156,1.241006,26.370217,1.529188,26.135082,1.518317,23.846124,1.425872,19.827929,1.262147,24.468907,1.449886,26.001306,1.512849,24.192161,1.437610,21.590176,1.320010,21.629013,1.326648,21.664963,1.327885,24.402095,1.445059,26.452142,1.530988,23.936887,1.426499,25.736685,1.502766,27.104269,1.557101,26.777241,1.544042,21.826795,1.343949,24.384334,1.446466,26.284248,1.522540,24.938999,1.461909,20.174183,1.265145,24.664850,1.450726,24.139748,1.432345,25.343623,1.477363,26.977265,1.552507,26.365588,1.525256,19.403241,1.226627
11,38950.000000,0.123799,0.487788,0.006861,0.181041,0.490187,15.500000,38151.000000,0.121259,0.481906,0.006589,0.185517,0.478412,19.750000,41582.250000,0.132165,0.506974,0.007888,0.129780,0.530004,38.500000,37634.500000,0.119617,0.477892,0.006403,0.216029,0.465699,15.500000,37428.500000,0.118963,0.476392,0.006320,0.196298,0.479655,13.250000,37274.250000,0.118472,0.475790,0.006260,0.185720,0.482442,12.250000,40252.500000,0.127938,0.495763,0.007515,0.171481,0.469548,13.000000,35848.250000,0.113940,0.464239,0.005764,0.207893,0.452421,13.250000,36331.000000,0.115474,0.467932,0.005952,0.192840,0.487331,24.750000,38092.500000,0.121073,0.481077,0.006598,0.181652,0.501370,23.500000,43417.750000,0.137999,0.519338,0.008700,0.105574,0.546588,43.500000,41474.000000,0.131821,0.506101,0.007851,0.133238,0.535595,51.250000,40113.250000,0.127496,0.496226,0.007343,0.152563,0.524451,37.000000,43752.000000,0.139061,0.521677,0.008807,0.099268,0.569437,70.750000,43871.500000,0.139441,0.522537,0.008867,0.117575,0.570528,81.000000,44440.500000,0.141250,0.526258,0.009123,0.111473,0.556105,81.000000,44528.500000,0.141529,0.526644,0.009202,0.104557,0.603919,88.750000,43897.250000,0.139523,0.522602,0.008888,0.102929,0.550840,64.750000,40146.500000,0.127602,0.496435,0.007361,0.154801,0.507425,36.500000,41294.500000,0.131250,0.504619,0.007825,0.136697,0.517778,34.250000,36304.250000,0.115389,0.468087,0.005900,0.213181,0.469047,24.500000,37019.250000,0.117662,0.473434,0.006185,0.192433,0.483900,31.000000,36905.000000,0.117299,0.472878,0.006094,0.210334,0.454087,14.250000,35510.250000,0.112866,0.462252,0.005590,0.238405,0.448279,11.500000,37616.750000,0.119561,0.478052,0.006344,0.200570,0.444112,16.500000,36573.000000,0.116244,0.469569,0.006055,0.207282,0.465230,14.750000,37336.750000,0.118671,0.475879,0.006259,0.180635,0.466212,14.750000,36809.500000,0.116995,0.472106,0.006056,0.207486,0.456349,14.750000,37867.750000,0.120359,0.480110,0.006461,0.193857,0.465196,17.000000,38930.000000,0.123735,0.488014,0.006823,0.172498,0.494429,16.750000,37896.000000,0.120449,0.480384,0.006434,0.196501,0.455946,15.500000,36817.500000,0.117021,0.472171,0.006058,0.196501,0.460753,13.750000,37771.000000,0.120051,0.478727,0.006468,0.186941,0.466369,14.750000,42946.750000,0.136502,0.516210,0.008485,0.139951,0.525613,48.250000,19.342480,1.206221,23.830624,1.395351,20.548286,1.253974,23.159229,1.358027,24.528473,1.420222,22.244492,1.332100,15.576221,1.039965,24.679440,1.429957,24.984479,1.440789,22.945269,1.362043,17.370658,1.106623,24.368311,1.418650,25.173597,1.449372,23.549391,1.379576,21.434929,1.295208,20.367047,1.248810,20.407084,1.254354,23.852798,1.395941,24.321865,1.415861,21.832888,1.312319,24.928227,1.438207,25.563089,1.464133,25.554909,1.465539,22.316854,1.330910,24.105154,1.406752,24.964776,1.442375,24.967049,1.442952,22.802594,1.352046,24.368755,1.417559,20.705977,1.262377,24.158660,1.406887,25.423034,1.458945,24.543104,1.422149,19.241552,1.191845
